months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,zip_code,policyholder_gender,policyholder_occupation_sector,date_of_loss,loss_type,loss_location_address,loss_location_city,loss_location_state,time_of_loss,claim_amount,vehicle_year,vehicle_make,vehicle_model,vehicle_weight,previous_losses
18,55,2558024,NC,500/1000,500,1086.91,0,27601,Male,Transportation,2024-05-12,Single vehicle,1846 Pine St,Raleigh,NC,05:37,6093.73,2018,Volkswagen,Jetta,3000,No
105,19,8275053,NC,250/500,500,1113.81,0,28202,Male,Technology,,,,,,,,2012,Volkswagen,Jetta,3000,No
2,37,4613609,VT,250/500,500,835.04,1000000,05602,Female,Healthcare,2022-05-08,Rear-end,9548 Oak St,Montpelier,VT,16:37,25727.51,2021,Volkswagen,Jetta,3000,No
122,35,5663320,VT,250/500,1000,642.97,0,05602,Male,Finance,,,,,,,,2016,Tesla,Model 3,3600,No
300,47,7481799,AL,250/500,500,559.37,0,35801,Male,Technology,,,,,,,,2021,Tesla,Model 3,3600,No
3,81,1043084,SC,250/500,1000,867.51,0,29201,Male,Finance,2024-10-08,Animal,8792 Maple St,Columbia,SC,06:50,4611.74,2022,Jeep,Cherokee,4200,Yes
87,40,4202807,NC,250/500,1000,475.23,2000000,27601,Male,Healthcare,,,,,,,,2024,Kia,Sorento,4100,Yes
53,34,7974011,TN,500/1000,500,807.09,1000000,37902,Female,Manufacturing,2025-11-21,Theft,3592 Oak St,Knoxville,TN,16:46,4909.84,2013,Honda,CR-V,3700,Yes
59,67,3153767,IN,250/500,500,1117.09,0,46204,Female,Manufacturing,,,,,,,,2018,Toyota,Corolla,3000,No
59,23,2149451,WI,500/1000,1000,1252.78,1000000,53703,Female,Technology,,,,,,,,2019,Honda,Accord,3300,No
4,33,8308913,NC,500/1000,500,1003.49,0,27601,Female,Technology,,,,,,,,2019,Toyota,Camry,3300,No
72,36,9249243,WI,250/500,500,577.14,0,53202,Male,Technology,2023-11-10,Single vehicle,5629 Pine St,Milwaukee,WI,19:44,1816.66,2020,Subaru,Outback,3600,No
32,33,6158805,ME,250/500,500,450.0,1000000,04101,Female,Manufacturing,,,,,,,,2015,Jeep,Grand Cherokee,4800,No
1,51,4027214,IL,250/500,500,748.2,0,60601,Female,Manufacturing,2020-09-21,Theft,9103 Maple St,Chicago,IL,19:23,14442.86,2019,Hyundai,Elantra,2800,No
35,35,3967379,NH,500/1000,500,654.11,1000000,03101,Male,Technology,,,,,,,,2010,Honda,Civic,2900,No
9,54,5975701,OH,250/500,500,754.47,0,43215,Male,Hospitality,2023-03-25,Rear-end,8645 Maple St,Columbus,OH,17:23,6331.06,2021,Honda,CR-V,3700,No
75,53,6707659,NC,250/500,1000,706.71,0,28202,Female,Technology,,,,,,,,2016,Honda,Accord,3300,No
110,32,4926931,WI,250/500,1000,677.2,0,53202,Male,Education,2020-09-13,Rear-end,6509 Pine St,Milwaukee,WI,21:51,2605.04,2015,Chevrolet,Silverado,4800,No
22,57,3120852,KY,500/1000,1000,942.42,0,40507,Male,Education,,,,,,,,2020,Ford,F-150,4600,Yes
111,62,5749263,VA,500/1000,1000,607.83,0,23510,Female,Retail,2021-10-12,Intersection,1612 Pine St,Norfolk,VA,04:06,10324.85,2020,Tesla,Model Y,4400,No
31,46,7189606,WI,500/1000,1000,763.19,0,53703,Male,Education,2020-01-20,Rear-end,1335 Oak St,Madison,WI,16:38,2007.56,2017,Volkswagen,Tiguan,3800,No
86,48,7854667,ME,250/500,1000,549.92,0,04401,Male,Manufacturing,,,,,,,,2016,Honda,Accord,3300,No
88,49,7032081,ME,250/500,500,577.33,0,04401,Male,Finance,2024-07-30,Animal,2560 Pine St,Bangor,ME,06:46,2502.8,2018,Honda,CR-V,3700,No
140,62,9794750,MI,250/500,1000,791.74,0,48201,Male,Hospitality,,,,,,,,2007,Chevrolet,Malibu,3400,No
19,24,2634192,MI,250/500,500,1143.07,0,48201,Female,Manufacturing,,,,,,,,2013,Volkswagen,Jetta,3000,Yes
165,44,1759679,GA,250/500,500,867.57,0,31401,Female,Retail,,,,,,,,2020,Hyundai,Santa Fe,3900,No
300,22,4017634,IL,250/500,1000,937.97,2000000,60505,Female,Manufacturing,,,,,,,,2013,Nissan,Altima,3200,No
75,41,8248849,VA,250/500,500,450.0,0,23510,Female,Healthcare,,,,,,,,2022,Kia,Sorento,4100,Yes
23,41,1739607,VT,250/500,1000,646.07,0,05401,Male,Finance,2021-09-19,Theft,9134 Elm St,Burlington,VT,12:22,2725.12,2019,Volkswagen,Tiguan,3800,No
41,55,4978830,MI,500/1000,1000,886.81,0,48201,Male,Education,2023-08-01,Single vehicle,6054 Elm St,Detroit,MI,05:01,2115.7,2014,Tesla,Model Y,4400,No
81,25,2479411,GA,250/500,500,1002.12,0,30303,Male,Hospitality,,,,,,,,2019,Subaru,Forester,3500,No
23,66,1746020,GA,250/500,500,820.12,0,31401,Female,Healthcare,,,,,,,,2022,Chevrolet,Equinox,3700,No
24,47,5769840,TN,500/1000,500,1018.76,0,37203,Female,Technology,,,,,,,,2017,Ford,F-150,4600,No
7,45,9895173,NC,250/500,500,787.15,0,27601,Female,Transportation,,,,,,,,2017,Ford,F-150,4600,No
97,37,3519836,ME,500/1000,500,723.84,0,04101,Male,Education,,,,,,,,2023,Honda,Civic,2900,No
113,34,1086817,GA,250/500,500,450.0,0,30303,Female,Transportation,2021-05-27,Intersection,9398 Oak St,Atlanta,GA,18:25,3848.31,2016,Toyota,RAV4,3600,No
54,42,3132493,WI,250/500,500,692.27,0,53202,Male,Finance,,,,,,,,2013,Tesla,Model 3,3600,No
76,23,2597669,IL,250/500,500,935.42,0,60505,Male,Technology,,,,,,,,2013,Toyota,Corolla,3000,No
87,49,2679606,AL,500/1000,500,450.0,0,35801,Male,Education,2023-02-17,Intersection,9833 Elm St,Huntsville,AL,06:51,14138.05,2020,Kia,Sportage,3500,No
26,64,3692119,SC,250/500,500,965.44,1000000,29401,Male,Technology,,,,,,,,2021,Toyota,RAV4,3600,Yes
35,50,2338449,IN,250/500,1000,1023.21,0,46802,Female,Healthcare,,,,,,,,2021,Subaru,Outback,3600,No
28,50,9170473,KY,250/500,1000,769.51,1000000,40507,Female,Technology,2021-03-23,Intersection,7940 Pine St,Lexington,KY,20:45,7117.16,2017,Nissan,Rogue,3600,No
36,42,4005818,GA,500/1000,500,753.28,0,31401,Female,Manufacturing,2021-01-25,Rear-end,6743 Maple St,Savannah,GA,13:11,3201.37,2015,Kia,Sportage,3500,No
6,56,9472118,IL,500/1000,500,924.78,0,60601,Female,Healthcare,,,,,,,,2023,Nissan,Rogue,3600,Yes
84,47,1787867,ME,250/500,500,1031.04,0,04101,Male,Retail,2022-03-23,Vandalism,3698 Elm St,Portland,ME,01:47,3261.35,2019,Subaru,Outback,3600,Yes
74,36,7547109,ME,250/500,500,635.49,0,04401,Female,Manufacturing,,,,,,,,2023,Ford,F-150,4600,No
92,53,1155474,SC,250/500,1000,686.61,0,29401,Male,Manufacturing,,,,,,,,2011,Tesla,Model 3,3600,No
141,55,6651075,AL,250/500,500,775.56,0,35203,Female,Healthcare,2020-06-19,Intersection,2665 Oak St,Birmingham,AL,06:46,926.33,2021,Honda,Civic,2900,No
38,47,5831272,NC,250/500,500,951.2,0,28202,Male,Education,,,,,,,,2024,Honda,Civic,2900,No
94,45,5928242,KY,250/500,500,450.0,2000000,40507,Male,Manufacturing,,,,,,,,2017,Chevrolet,Equinox,3700,No
1,42,3984007,GA,250/500,500,1041.6,0,30303,Male,Retail,2022-04-30,Vandalism,8791 Oak St,Atlanta,GA,11:54,25263.08,2021,Kia,Sportage,3500,No
46,46,3463856,OH,250/500,1000,776.97,0,44114,Male,Hospitality,,,,,,,,2019,Tesla,Model Y,4400,No
142,52,1420840,KY,250/500,1000,621.49,1000000,40202,Female,Retail,,,,,,,,2013,Honda,Accord,3300,No
237,19,3126384,OH,250/500,500,605.39,0,43215,Female,Education,,,,,,,,2012,Volkswagen,Tiguan,3800,No
37,35,1146235,TN,250/500,500,625.74,0,37203,Female,Transportation,,,,,,,,2020,Kia,Sportage,3500,No
74,32,4800705,IL,250/500,500,750.37,0,60505,Male,Healthcare,2024-03-11,Single vehicle,7571 Oak St,Aurora,IL,06:16,8336.36,2014,Honda,Civic,2900,No
19,58,3822314,VT,250/500,1000,727.84,0,05602,Male,Hospitality,,,,,,,,2017,Ford,Explorer,4300,Yes
21,31,5971081,AL,500/1000,500,992.89,0,35203,Male,Manufacturing,,,,,,,,2009,Nissan,Rogue,3600,No
54,56,5514982,TN,500/1000,500,566.66,0,37203,Female,Finance,2025-04-05,Animal,3751 Elm St,Nashville,TN,09:48,1996.22,2015,Jeep,Grand Cherokee,4800,No
36,62,8506821,WI,250/500,1000,968.88,0,53703,Female,Education,,,,,,,,2020,Jeep,Cherokee,4200,No
72,44,3387191,MI,250/500,1000,450.0,0,48201,Female,Manufacturing,,,,,,,,2018,Kia,Sportage,3500,No
58,17,3434293,SC,250/500,1000,1013.21,0,29401,Female,Education,,,,,,,,2014,Tesla,Model 3,3600,No
53,31,6687007,TN,250/500,500,923.3,0,37203,Male,Transportation,,,,,,,,2020,Ford,Escape,3500,No
112,52,9064977,KY,250/500,500,691.57,1000000,40507,Female,Manufacturing,,,,,,,,2021,Chevrolet,Malibu,3400,No
32,45,8608547,AL,250/500,500,639.02,0,35203,Male,Healthcare,,,,,,,,2012,Toyota,Camry,3300,Yes
34,73,9191137,IN,500/1000,500,936.22,0,46204,Female,Hospitality,,,,,,,,2020,Toyota,Camry,3300,Yes
81,29,4366803,NC,250/500,500,849.49,0,28202,Female,Manufacturing,,,,,,,,2018,Toyota,RAV4,3600,No
23,48,4478066,ME,250/500,500,450.0,0,04101,Female,Retail,,,,,,,,2022,Volkswagen,Jetta,3000,Yes
108,33,9857147,WI,250/500,500,978.57,1000000,53202,Male,Finance,2022-12-03,Vandalism,4569 Elm St,Milwaukee,WI,08:07,3615.07,2017,Chevrolet,Equinox,3700,No
10,68,6165617,ME,500/1000,500,1043.65,0,04101,Male,Retail,,,,,,,,2011,Chevrolet,Silverado,4800,No
262,58,2218130,AL,250/500,500,794.36,0,35203,Male,Technology,,,,,,,,2012,Ford,Explorer,4300,Yes
9,27,1034170,GA,500/1000,1000,850.75,0,31401,Male,Manufacturing,,,,,,,,2018,Chevrolet,Silverado,4800,No
35,20,2451135,VA,250/500,1000,800.39,0,23219,Female,Education,,,,,,,,2012,Honda,CR-V,3700,No
32,71,8676417,TN,250/500,500,562.08,0,37203,Female,Manufacturing,,,,,,,,2010,Subaru,Outback,3600,No
81,29,8104721,WI,250/500,500,450.0,2000000,53703,Female,Healthcare,,,,,,,,2005,Toyota,Camry,3300,Yes
28,65,1128000,AL,250/500,500,950.37,0,35801,Female,Transportation,,,,,,,,2017,Toyota,Corolla,3000,No
56,23,9908836,ME,250/500,500,1163.42,0,04101,Female,Manufacturing,2025-05-24,Animal,5191 Pine St,Portland,ME,05:53,1843.49,2016,Tesla,Model Y,4400,No
173,53,8182695,TN,250/500,500,796.06,0,37203,Male,Manufacturing,,,,,,,,2022,Nissan,Altima,3200,No
11,61,7099615,NH,250/500,500,977.97,0,03101,Male,Transportation,,,,,,,,2018,Ford,F-150,4600,No
31,17,3047148,IL,250/500,1000,946.05,0,60601,Male,Transportation,,,,,,,,2016,Honda,CR-V,3700,Yes
30,37,3206227,KY,250/500,1000,450.0,0,40202,Female,Transportation,2021-06-16,Theft,6937 Oak St,Louisville,KY,21:58,2279.57,2013,Kia,Sportage,3500,No
26,35,9807694,MI,250/500,1000,993.58,0,48201,Male,Retail,,,,,,,,2013,Ford,F-150,4600,No
14,55,7467178,ME,500/1000,500,793.86,0,04401,Male,Education,,,,,,,,2017,Ford,F-150,4600,No
56,50,4125555,WI,500/1000,500,739.58,0,53703,Female,Retail,2025-09-07,Intersection,3143 Oak St,Madison,WI,07:03,1731.11,2012,Kia,Sorento,4100,No
5,60,3431663,KY,500/1000,500,882.02,0,40507,Male,Retail,2020-04-14,Theft,4473 Maple St,Lexington,KY,10:06,1905.35,2020,Chevrolet,Silverado,4800,No
133,17,7729628,WI,500/1000,500,908.46,0,53202,Female,Retail,,,,,,,,2014,Tesla,Model Y,4400,No
11,63,8193507,VT,250/500,500,758.0,1000000,05602,Male,Finance,2025-12-16,Rear-end,2656 Elm St,Montpelier,VT,20:05,7259.92,2011,Honda,CR-V,3700,No
7,43,7340793,SC,250/500,500,916.81,1000000,29201,Female,Technology,2021-08-11,Rear-end,454 Oak St,Columbia,SC,20:41,1511.42,2016,Hyundai,Elantra,2800,No
20,60,1114305,TN,500/1000,500,811.32,0,37203,Male,Retail,2024-05-20,Animal,8485 Pine St,Nashville,TN,05:28,12510.03,2016,Toyota,RAV4,3600,Yes
95,54,2646505,IL,500/1000,500,941.25,2000000,60505,Male,Technology,,,,,,,,2017,Volkswagen,Jetta,3000,No
21,49,1590689,ME,250/500,500,547.16,0,04101,Female,Hospitality,,,,,,,,2005,Toyota,Corolla,3000,No
20,18,4700145,KY,250/500,500,1210.23,0,40507,Female,Finance,,,,,,,,2013,Volkswagen,Tiguan,3800,No
40,37,6850415,NH,250/500,500,889.83,0,03101,Male,Manufacturing,,,,,,,,2018,Volkswagen,Tiguan,3800,Yes
35,17,1170532,TN,250/500,1000,726.19,2000000,37203,Male,Education,,,,,,,,2012,Hyundai,Elantra,2800,No
172,33,3661120,SC,500/1000,500,450.0,2000000,29401,Male,Retail,,,,,,,,2018,Chevrolet,Silverado,4800,No
103,50,6400118,AL,250/500,500,612.66,0,35203,Female,Finance,2022-12-24,Single vehicle,7083 Maple St,Birmingham,AL,17:41,8062.25,2016,Tesla,Model 3,3600,No
37,20,5006727,WI,250/500,500,882.87,2000000,53202,Male,Education,2024-01-07,Theft,9328 Pine St,Milwaukee,WI,05:20,16211.85,2016,Hyundai,Elantra,2800,No
5,75,6147274,NH,250/500,500,1128.05,0,03101,Male,Manufacturing,,,,,,,,2016,Jeep,Grand Cherokee,4800,No
137,60,3793421,SC,500/1000,500,952.95,0,29201,Female,Transportation,2025-05-28,Vandalism,629 Elm St,Columbia,SC,18:05,1108.25,2013,Honda,Accord,3300,Yes
10,49,5426234,VT,250/500,500,824.53,2000000,05401,Male,Transportation,,,,,,,,2012,Ford,Escape,3500,Yes
34,50,2755897,IN,250/500,500,450.0,0,46204,Male,Retail,2022-06-28,Vandalism,3126 Maple St,Indianapolis,IN,20:44,21646.98,2018,Nissan,Rogue,3600,No
108,29,6429551,SC,250/500,1000,557.52,0,29201,Female,Retail,2020-07-31,Animal,9880 Pine St,Columbia,SC,12:25,4097.84,2011,Ford,Explorer,4300,Yes
88,47,8429822,SC,250/500,500,801.03,1000000,29201,Male,Healthcare,2023-03-25,Rear-end,2232 Elm St,Columbia,SC,05:51,9430.4,2022,Honda,Civic,2900,No
1,84,5537241,VT,250/500,500,1306.59,0,05602,Male,Healthcare,,,,,,,,2022,Toyota,Corolla,3000,No
24,39,5880664,VT,250/500,1000,785.73,2000000,05401,Male,Technology,,,,,,,,2018,Hyundai,Elantra,2800,No
32,47,6159444,OH,250/500,500,1168.59,0,44114,Female,Finance,,,,,,,,2022,Ford,F-150,4600,No
187,37,7092416,KY,250/500,500,578.81,0,40507,Female,Manufacturing,,,,,,,,2019,Nissan,Altima,3200,No
21,30,3871370,NH,500/1000,500,719.4,0,03301,Female,Technology,,,,,,,,2013,Kia,Sorento,4100,No
10,49,9166914,NH,250/500,500,803.99,0,03101,Male,Healthcare,,,,,,,,2016,Honda,Civic,2900,No
190,46,2092851,ME,250/500,500,622.01,0,04101,Male,Technology,,,,,,,,2012,Toyota,Camry,3300,No
70,52,1964288,MI,250/500,500,843.27,1000000,48201,Female,Technology,,,,,,,,2012,Honda,Civic,2900,Yes
39,37,1428300,NH,250/500,500,774.93,1000000,03101,Male,Finance,,,,,,,,2015,Tesla,Model Y,4400,No
5,49,4839113,VA,250/500,500,911.59,0,23219,Male,Hospitality,,,,,,,,2020,Tesla,Model Y,4400,No
34,42,4665859,NC,250/500,500,632.65,0,27601,Female,Manufacturing,,,,,,,,2008,Ford,Explorer,4300,No
65,40,8103833,TN,250/500,500,588.61,1000000,37902,Male,Transportation,,,,,,,,2018,Honda,Civic,2900,No
1,43,7883256,KY,500/1000,500,896.12,0,40202,Female,Education,,,,,,,,2016,Toyota,Camry,3300,No
139,45,6990604,SC,250/500,500,634.51,0,29401,Female,Manufacturing,,,,,,,,2012,Hyundai,Santa Fe,3900,Yes
22,23,4979209,GA,250/500,500,909.69,1000000,31401,Male,Technology,,,,,,,,2016,Tesla,Model 3,3600,Yes
33,58,2751414,MI,500/1000,1000,524.74,0,49503,Female,Hospitality,,,,,,,,2016,Ford,Explorer,4300,No
21,31,3162594,VA,500/1000,500,684.82,0,23510,Female,Technology,,,,,,,,2014,Chevrolet,Malibu,3400,No
5,53,5517450,VA,250/500,1000,887.43,1000000,23510,Female,Transportation,2024-05-03,Single vehicle,8353 Maple St,Norfolk,VA,17:55,3978.08,2021,Chevrolet,Malibu,3400,No
4,17,3590789,KY,500/1000,1000,909.53,0,40507,Female,Technology,,,,,,,,2015,Tesla,Model 3,3600,No
115,17,5945406,SC,250/500,500,1098.52,1000000,29401,Male,Manufacturing,,,,,,,,2021,Honda,CR-V,3700,Yes
92,69,4002748,TN,250/500,500,594.6,0,37203,Male,Retail,,,,,,,,2019,Hyundai,Santa Fe,3900,No
178,32,9961392,IN,250/500,500,570.75,0,46204,Female,Finance,,,,,,,,2017,Subaru,Forester,3500,No
61,48,4427054,VA,250/500,500,675.18,0,23219,Male,Healthcare,2020-07-14,Theft,4323 Maple St,Richmond,VA,03:42,3202.75,2016,Ford,Explorer,4300,Yes
20,43,4546158,AL,250/500,500,733.35,2000000,35203,Male,Technology,,,,,,,,2013,Ford,F-150,4600,Yes
54,17,1417889,IN,250/500,1000,1084.79,0,46802,Male,Transportation,,,,,,,,2017,Toyota,RAV4,3600,No
20,52,5629288,NC,250/500,500,454.47,0,27601,Male,Manufacturing,,,,,,,,2018,Hyundai,Elantra,2800,No
11,42,4546161,MI,500/1000,500,930.38,0,49503,Female,Healthcare,,,,,,,,2018,Kia,Sorento,4100,No
49,42,7404288,ME,500/1000,500,526.21,0,04101,Male,Hospitality,,,,,,,,2024,Jeep,Cherokee,4200,Yes
9,44,6007176,SC,250/500,500,1212.33,0,29201,Male,Retail,,,,,,,,2015,Honda,Civic,2900,No
71,17,4710201,OH,250/500,500,989.34,1000000,43215,Female,Finance,2025-08-06,Animal,3691 Maple St,Columbus,OH,14:20,7076.07,2024,Honda,Accord,3300,No
9,47,5484613,OH,250/500,500,538.99,1000000,43215,Male,Technology,,,,,,,,2018,Chevrolet,Equinox,3700,No
8,62,8135603,MI,500/1000,1000,450.0,0,48201,Female,Transportation,2025-03-04,Intersection,1367 Pine St,Detroit,MI,13:07,12762.22,2014,Ford,Explorer,4300,No
73,36,9670425,WI,500/1000,1000,534.05,0,53202,Female,Finance,2023-11-02,Animal,835 Maple St,Milwaukee,WI,08:26,5668.23,2013,Kia,Sorento,4100,No
186,49,3236565,VA,250/500,1000,586.01,0,23510,Female,Technology,2022-01-07,Rear-end,455 Pine St,Norfolk,VA,01:42,5490.3,2008,Toyota,RAV4,3600,Yes
18,17,3489964,GA,250/500,500,1268.44,0,30303,Female,Finance,,,,,,,,2017,Toyota,Corolla,3000,Yes
184,45,6010978,ME,500/1000,500,450.0,0,04101,Male,Technology,,,,,,,,2019,Nissan,Rogue,3600,No
11,38,6255268,NC,250/500,1000,942.41,0,28202,Female,Hospitality,,,,,,,,2015,Ford,Escape,3500,No
105,25,3252277,IL,250/500,500,587.31,1000000,60601,Male,Transportation,,,,,,,,2017,Tesla,Model 3,3600,No
1,50,8453817,IL,250/500,500,927.07,0,60505,Female,Healthcare,2021-05-24,Rear-end,775 Maple St,Aurora,IL,14:05,12448.17,2016,Volkswagen,Tiguan,3800,No
141,51,8055462,MI,250/500,1000,778.76,0,48201,Female,Education,2025-03-25,Vandalism,4361 Maple St,Detroit,MI,22:35,1270.85,2018,Chevrolet,Silverado,4800,No
49,27,1330375,NC,500/1000,500,450.0,0,27601,Female,Retail,,,,,,,,2007,Tesla,Model 3,3600,No
44,51,5625722,MI,250/500,500,1148.08,0,48201,Female,Finance,2020-01-21,Single vehicle,2273 Pine St,Detroit,MI,03:10,7318.14,2014,Kia,Sportage,3500,Yes
281,56,5249530,NH,500/1000,1000,671.37,0,03301,Male,Retail,,,,,,,,2017,Jeep,Grand Cherokee,4800,Yes
27,46,4956727,VT,250/500,500,671.34,0,05602,Female,Transportation,,,,,,,,2021,Subaru,Forester,3500,Yes
1,36,1595792,KY,250/500,500,775.56,0,40202,Male,Hospitality,2021-11-28,Single vehicle,5464 Maple St,Louisville,KY,08:59,8120.22,2022,Toyota,Camry,3300,No
35,37,6835830,WI,250/500,500,579.81,0,53703,Female,Manufacturing,,,,,,,,2006,Volkswagen,Jetta,3000,No
131,40,2806078,GA,250/500,1000,628.25,0,31401,Male,Education,2025-07-28,Single vehicle,7504 Elm St,Savannah,GA,05:01,2226.7,2011,Hyundai,Santa Fe,3900,No
2,41,8875305,IN,250/500,500,1205.05,1000000,46802,Female,Manufacturing,,,,,,,,2013,Jeep,Cherokee,4200,No
116,30,2489221,NH,500/1000,1000,688.78,2000000,03101,Male,Healthcare,,,,,,,,2022,Hyundai,Elantra,2800,No
14,43,1726937,VA,250/500,1000,695.93,0,23219,Female,Manufacturing,,,,,,,,2020,Tesla,Model 3,3600,No
38,26,5464978,NC,500/1000,500,816.79,1000000,27601,Male,Technology,,,,,,,,2018,Jeep,Grand Cherokee,4800,No
45,50,5441176,IN,500/1000,1000,673.6,0,46204,Female,Technology,,,,,,,,2018,Honda,CR-V,3700,No
26,43,6176639,IN,500/1000,500,727.27,0,46204,Male,Retail,,,,,,,,2016,Tesla,Model 3,3600,No
148,67,8259226,VA,250/500,1000,772.66,0,23510,Male,Technology,,,,,,,,2012,Toyota,Camry,3300,No
11,38,1973166,VT,250/500,1000,450.0,0,05401,Female,Transportation,2021-06-02,Rear-end,9980 Oak St,Burlington,VT,01:21,2874.62,2011,Chevrolet,Malibu,3400,No
110,50,9584199,IL,250/500,500,450.0,0,60601,Female,Healthcare,,,,,,,,2017,Jeep,Cherokee,4200,Yes
1,21,8594572,VA,250/500,500,867.11,2000000,23510,Female,Education,,,,,,,,2016,Kia,Sportage,3500,No
18,24,8340816,IN,500/1000,500,1050.03,1000000,46204,Female,Manufacturing,2022-07-28,Animal,1404 Maple St,Indianapolis,IN,23:32,3440.5,2011,Honda,Accord,3300,Yes
76,40,9392448,KY,250/500,1000,450.0,0,40202,Male,Transportation,2020-01-27,Animal,1596 Oak St,Louisville,KY,07:46,2568.09,2016,Kia,Sportage,3500,No
17,39,1101948,WI,250/500,500,836.8,2000000,53202,Female,Manufacturing,,,,,,,,2023,Toyota,Corolla,3000,No
241,37,3408023,IN,250/500,500,837.25,0,46204,Female,Finance,,,,,,,,2018,Subaru,Forester,3500,No
68,21,1815322,MI,250/500,500,899.16,0,48201,Male,Hospitality,,,,,,,,2021,Chevrolet,Silverado,4800,No
1,35,6198200,GA,500/1000,500,737.69,1000000,31401,Male,Technology,2024-05-27,Rear-end,8288 Elm St,Savannah,GA,17:30,7082.95,2015,Toyota,RAV4,3600,Yes
9,52,8225831,MI,500/1000,500,635.1,0,48201,Female,Education,,,,,,,,2014,Subaru,Outback,3600,No
106,43,4426260,VA,500/1000,500,450.0,0,23510,Female,Education,,,,,,,,2018,Toyota,Camry,3300,No
34,59,1075124,OH,250/500,500,863.38,0,43215,Male,Transportation,,,,,,,,2021,Honda,Accord,3300,No
64,38,1279054,VT,250/500,500,601.68,1000000,05401,Female,Technology,2023-12-28,Vandalism,3812 Oak St,Burlington,VT,04:13,5859.04,2014,Tesla,Model 3,3600,Yes
40,20,5564213,VA,250/500,500,628.57,0,23510,Male,Manufacturing,2025-12-09,Single vehicle,1376 Pine St,Norfolk,VA,01:41,1286.22,2016,Toyota,Corolla,3000,No
108,19,5581019,NH,250/500,500,1337.74,1000000,03101,Female,Healthcare,,,,,,,,2020,Tesla,Model 3,3600,No
130,31,2279538,MI,250/500,1000,817.28,0,48201,Male,Technology,,,,,,,,2020,Subaru,Outback,3600,No
116,71,9790633,AL,250/500,500,814.62,1000000,35203,Male,Manufacturing,,,,,,,,2016,Chevrolet,Equinox,3700,No
11,20,1180298,NC,500/1000,500,1306.31,1000000,28202,Female,Technology,2024-01-10,Intersection,8867 Elm St,Charlotte,NC,06:54,2203.29,2024,Kia,Sorento,4100,Yes
8,49,2561486,KY,250/500,500,925.55,1000000,40507,Male,Healthcare,2021-01-17,Animal,6792 Maple St,Lexington,KY,01:08,3820.53,2019,Nissan,Rogue,3600,Yes
10,27,7807495,NH,250/500,500,881.93,0,03101,Male,Transportation,,,,,,,,2016,Ford,Explorer,4300,No
64,28,7384069,KY,250/500,1000,851.96,1000000,40202,Female,Manufacturing,,,,,,,,2014,Chevrolet,Equinox,3700,No
18,54,8086481,NC,250/500,500,860.18,0,28202,Female,Hospitality,,,,,,,,2023,Kia,Sorento,4100,No
49,49,3474380,IL,250/500,500,450.0,2000000,60601,Female,Hospitality,,,,,,,,2020,Nissan,Altima,3200,Yes
3,30,6669218,MI,250/500,1000,1034.9,0,49503,Male,Hospitality,,,,,,,,2021,Chevrolet,Malibu,3400,Yes
29,40,5273618,VT,500/1000,500,658.78,0,05401,Male,Finance,2020-01-14,Rear-end,5609 Pine St,Burlington,VT,03:25,5469.19,2017,Toyota,Corolla,3000,No
70,44,5465714,VT,250/500,1000,712.25,0,05602,Female,Finance,,,,,,,,2015,Chevrolet,Equinox,3700,Yes
69,55,1414326,VA,250/500,500,743.98,0,23219,Female,Retail,,,,,,,,2023,Honda,CR-V,3700,No
12,76,7212787,VA,500/1000,500,931.66,0,23510,Male,Education,,,,,,,,2016,Tesla,Model 3,3600,No
5,40,7992648,SC,500/1000,500,734.12,1000000,29201,Male,Hospitality,,,,,,,,2013,Honda,Civic,2900,No
24,25,2313706,VA,500/1000,1000,1002.06,0,23510,Male,Manufacturing,,,,,,,,2008,Nissan,Altima,3200,No
46,33,7047466,WI,500/1000,1000,702.98,1000000,53202,Female,Retail,,,,,,,,2021,Volkswagen,Tiguan,3800,Yes
1,46,5653199,ME,500/1000,500,729.85,1000000,04401,Male,Finance,2023-03-03,Single vehicle,6010 Oak St,Bangor,ME,00:46,4594.37,2011,Tesla,Model 3,3600,No
171,63,4850519,NH,250/500,1000,682.88,0,03301,Male,Education,2020-06-25,Animal,5064 Elm St,Concord,NH,04:19,2651.54,2014,Kia,Sportage,3500,No
51,56,3637622,TN,500/1000,500,475.72,0,37902,Female,Technology,,,,,,,,2013,Tesla,Model Y,4400,No
6,43,1968044,VT,250/500,500,1037.61,0,05401,Female,Hospitality,,,,,,,,2018,Ford,F-150,4600,No
72,52,4980425,WI,250/500,500,670.4,0,53202,Male,Manufacturing,,,,,,,,2023,Toyota,Camry,3300,No
35,51,9044009,OH,250/500,500,536.06,0,44114,Female,Transportation,,,,,,,,2016,Chevrolet,Equinox,3700,No
35,51,7511662,SC,250/500,500,591.38,1000000,29401,Female,Healthcare,,,,,,,,2020,Nissan,Altima,3200,Yes
3,32,5095208,WI,250/500,500,551.32,2000000,53202,Female,Education,,,,,,,,2016,Kia,Sportage,3500,No
56,39,7623738,ME,500/1000,500,765.95,0,04101,Male,Healthcare,,,,,,,,2009,Kia,Sorento,4100,No
25,40,7775197,GA,250/500,500,962.98,0,30303,Male,Technology,,,,,,,,2020,Chevrolet,Malibu,3400,No
11,44,9180877,TN,250/500,500,466.74,1000000,37203,Male,Manufacturing,,,,,,,,2017,Hyundai,Elantra,2800,No
