months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,zip_code,policyholder_gender,policyholder_occupation_sector,date_of_loss,loss_type,loss_location_address,loss_location_city,loss_location_state,time_of_loss,claim_amount,vehicle_year,vehicle_make,vehicle_model,vehicle_weight,previous_losses
78,48,8535972,IL,250/500,500,604.8,0,60601,Male,Hospitality,2025-06-01,Rear-end,8151 Oak St,Chicago,IL,01:57,5020.1,2015,Hyundai,Elantra,2800,Yes
36,24,5503049,VT,500/1000,1000,1162.4,0,05602,Male,Education,2022-06-18,Intersection,7323 Elm St,Montpelier,VT,01:21,899.82,2016,Tesla,Model 3,3600,No
136,17,5648152,IL,500/1000,500,743.96,0,60601,Female,Education,2023-04-26,Animal,6049 Oak St,Chicago,IL,20:08,815.0,2012,Chevrolet,Silverado,4800,No
148,73,9056692,WI,250/500,500,891.32,0,53202,Female,Manufacturing,2023-11-11,Intersection,4920 Oak St,Milwaukee,WI,14:15,11816.58,2023,Hyundai,Elantra,2800,No
92,45,2321358,OH,250/500,1000,885.73,0,43215,Female,Manufacturing,2021-10-27,Rear-end,4378 Oak St,Columbus,OH,17:05,3002.06,2019,Hyundai,Elantra,2800,No
123,57,1666708,OH,500/1000,1000,469.79,0,44114,Male,Manufacturing,2021-01-19,Vandalism,4244 Pine St,Cleveland,OH,08:09,1219.76,2018,Honda,Civic,2900,No
92,54,2442831,VT,250/500,500,663.76,0,05602,Male,Healthcare,2022-08-02,Rear-end,2519 Elm St,Montpelier,VT,17:40,5906.24,2019,Toyota,Camry,3300,No
190,17,9257629,AL,500/1000,500,767.98,0,35203,Female,Manufacturing,2022-01-06,Animal,747 Oak St,Birmingham,AL,07:42,2403.01,2019,Ford,F-150,4600,No
15,54,5984164,VA,250/500,500,865.8,0,23510,Male,Healthcare,2022-12-04,Intersection,8402 Oak St,Norfolk,VA,09:59,5194.29,2015,Jeep,Grand Cherokee,4800,No
46,51,6250411,SC,500/1000,500,565.16,2000000,29201,Male,Finance,2022-02-04,Rear-end,9296 Oak St,Columbia,SC,10:28,2934.62,2020,Honda,Civic,2900,No
6,51,1147095,IN,500/1000,500,450.0,0,46204,Male,Transportation,2021-06-30,Rear-end,7915 Oak St,Indianapolis,IN,17:47,21138.28,2018,Ford,F-150,4600,Yes
12,56,4024571,VA,250/500,500,810.56,0,23510,Female,Education,2023-04-26,Vandalism,621 Maple St,Norfolk,VA,19:45,2629.51,2019,Ford,F-150,4600,No
86,58,8530663,IL,500/1000,500,450.0,0,60505,Female,Technology,2024-09-29,Rear-end,3379 Pine St,Aurora,IL,18:45,1464.87,2014,Chevrolet,Silverado,4800,No
211,34,2234917,VT,500/1000,500,876.75,2000000,05401,Female,Hospitality,2024-11-24,Theft,8186 Maple St,Burlington,VT,06:48,1584.87,2016,Honda,Civic,2900,No
47,40,5091906,SC,250/500,500,536.9,0,29201,Male,Transportation,2022-01-08,Single vehicle,6317 Oak St,Columbia,SC,00:31,3305.72,2015,Jeep,Grand Cherokee,4800,No
41,54,7078161,WI,500/1000,500,610.84,0,53703,Female,Retail,2021-04-01,Animal,4379 Pine St,Madison,WI,14:39,3663.98,2019,Subaru,Outback,3600,No
1,67,9675798,VT,250/500,500,731.31,0,05602,Male,Manufacturing,2025-04-19,Single vehicle,1039 Maple St,Montpelier,VT,09:26,3425.85,2018,Tesla,Model 3,3600,No
34,33,2859052,TN,500/1000,1000,1007.43,1000000,37902,Male,Technology,2023-03-31,Theft,8625 Maple St,Knoxville,TN,22:41,3056.2,2016,Ford,F-150,4600,No
12,54,1544090,GA,500/1000,500,1002.69,0,30303,Male,Manufacturing,2025-11-23,Intersection,6746 Oak St,Atlanta,GA,19:00,1575.49,2024,Chevrolet,Silverado,4800,No
104,55,4527354,VT,250/500,500,542.7,1000000,05401,Female,Finance,2024-02-18,Rear-end,5305 Pine St,Burlington,VT,12:28,4055.75,2015,Chevrolet,Silverado,4800,Yes
79,18,4327179,OH,250/500,500,731.45,0,43215,Female,Technology,2021-02-23,Animal,472 Elm St,Columbus,OH,07:45,19143.05,2019,Ford,F-150,4600,Yes
110,35,8856885,TN,250/500,1000,560.7,0,37203,Female,Manufacturing,2025-11-22,Intersection,2162 Oak St,Nashville,TN,22:08,505.16,2012,Tesla,Model 3,3600,No
60,42,2187842,SC,250/500,500,677.51,0,29401,Male,Retail,2023-08-12,Intersection,1736 Maple St,Charleston,SC,02:40,1471.02,2021,Jeep,Grand Cherokee,4800,No
8,62,4001924,TN,250/500,500,642.93,0,37203,Male,Manufacturing,2023-08-27,Intersection,3691 Maple St,Nashville,TN,21:23,4115.38,2017,Toyota,Camry,3300,No
29,80,4975771,NH,500/1000,500,975.31,0,03301,Male,Retail,2025-08-27,Vandalism,2747 Pine St,Concord,NH,21:58,4254.8,2020,Toyota,Camry,3300,No
85,31,9134489,NH,250/500,500,850.72,2000000,03101,Female,Education,2022-06-15,Theft,7697 Pine St,Manchester,NH,14:29,3624.14,2011,Tesla,Model 3,3600,No
41,17,8439735,VT,250/500,500,724.1,2000000,05602,Female,Manufacturing,2024-03-05,Vandalism,815 Oak St,Montpelier,VT,15:29,2420.3,2016,Chevrolet,Silverado,4800,No
53,64,1121052,OH,250/500,500,450.0,0,43215,Female,Retail,2022-09-16,Animal,2591 Oak St,Columbus,OH,02:14,2524.7,2006,Subaru,Outback,3600,Yes
1,40,1648049,TN,250/500,500,755.82,2000000,37203,Male,Healthcare,2023-06-23,Theft,4548 Elm St,Nashville,TN,23:40,5753.94,2016,Hyundai,Elantra,2800,No
8,51,5272564,SC,250/500,1000,772.29,0,29201,Male,Manufacturing,2021-03-15,Single vehicle,877 Maple St,Columbia,SC,14:24,18176.35,2011,Tesla,Model 3,3600,Yes
152,47,5729618,GA,250/500,500,457.71,0,30303,Male,Retail,2025-09-09,Single vehicle,5994 Elm St,Atlanta,GA,14:33,7571.37,2013,Jeep,Grand Cherokee,4800,Yes
6,37,1136214,IN,250/500,500,1070.66,1000000,46802,Male,Healthcare,2023-12-24,Animal,7847 Elm St,Fort Wayne,IN,00:28,5578.69,2020,Chevrolet,Silverado,4800,No
78,39,9998490,TN,250/500,1000,929.86,0,37902,Female,Transportation,2022-01-20,Single vehicle,4545 Oak St,Knoxville,TN,05:21,13626.84,2019,Chevrolet,Silverado,4800,Yes
86,29,4646273,SC,250/500,500,983.72,0,29201,Male,Education,2023-01-10,Vandalism,2959 Pine St,Columbia,SC,01:24,9492.28,2021,Jeep,Grand Cherokee,4800,Yes
19,67,7074290,GA,250/500,500,828.89,0,30303,Female,Technology,2023-06-24,Theft,3393 Maple St,Atlanta,GA,11:35,1887.73,2020,Honda,Civic,2900,No
10,46,4515661,GA,250/500,1000,680.21,0,30303,Female,Finance,2023-07-19,Rear-end,6572 Oak St,Atlanta,GA,02:08,3538.25,2013,Ford,F-150,4600,Yes
72,38,9909346,SC,250/500,500,701.3,1000000,29201,Female,Education,2025-01-03,Intersection,7139 Oak St,Columbia,SC,08:31,13405.24,2015,Hyundai,Elantra,2800,No
21,17,1138149,AL,250/500,500,671.58,1000000,35801,Male,Transportation,2025-07-20,Rear-end,909 Maple St,Huntsville,AL,01:54,3202.14,2013,Subaru,Outback,3600,No
25,54,1572758,VT,500/1000,500,1022.12,0,05602,Female,Technology,2022-11-18,Vandalism,6634 Oak St,Montpelier,VT,06:12,2085.82,2012,Tesla,Model 3,3600,No
79,29,4934419,VA,250/500,500,723.07,0,23510,Female,Transportation,2021-08-16,Single vehicle,3242 Elm St,Norfolk,VA,05:53,902.77,2018,Subaru,Outback,3600,No
153,47,6538924,AL,250/500,500,450.0,0,35203,Male,Finance,2020-05-11,Single vehicle,2997 Oak St,Birmingham,AL,14:55,4253.6,2016,Honda,Civic,2900,Yes
107,59,4840879,VT,500/1000,1000,812.76,0,05401,Male,Finance,2023-05-05,Theft,6740 Oak St,Burlington,VT,07:40,3704.16,2014,Toyota,Camry,3300,No
36,79,4564090,KY,500/1000,500,880.79,0,40202,Male,Education,2023-04-13,Vandalism,9994 Pine St,Louisville,KY,15:11,2291.77,2018,Jeep,Grand Cherokee,4800,No
1,28,9627660,OH,250/500,500,695.24,0,43215,Male,Transportation,2022-04-24,Theft,1459 Elm St,Columbus,OH,05:02,4664.53,2013,Chevrolet,Silverado,4800,Yes
18,73,7573509,WI,500/1000,500,967.32,1000000,53703,Female,Hospitality,2020-05-09,Theft,713 Elm St,Madison,WI,09:28,27866.49,2017,Chevrolet,Silverado,4800,No
23,21,6163966,IN,250/500,500,1391.75,2000000,46802,Male,Technology,2024-03-29,Intersection,4819 Oak St,Fort Wayne,IN,01:12,4832.65,2022,Tesla,Model 3,3600,No
18,56,6293786,IN,250/500,500,450.0,0,46802,Female,Manufacturing,2025-08-11,Animal,9504 Elm St,Fort Wayne,IN,04:47,2560.33,2017,Jeep,Grand Cherokee,4800,No
4,34,8830220,OH,500/1000,500,935.01,0,43215,Male,Technology,2024-12-12,Theft,6487 Maple St,Columbus,OH,05:33,11394.84,2016,Tesla,Model 3,3600,No
23,27,8524401,GA,250/500,1000,1104.21,1000000,30303,Male,Technology,2025-12-06,Animal,3287 Oak St,Atlanta,GA,03:30,2655.26,2015,Honda,Civic,2900,No
5,43,1399338,VT,500/1000,500,588.27,0,05602,Female,Transportation,2025-03-27,Vandalism,773 Maple St,Montpelier,VT,16:14,2801.56,2015,Tesla,Model 3,3600,No
12,33,6759585,IL,500/1000,500,1010.82,0,60601,Female,Healthcare,2025-05-25,Rear-end,4251 Pine St,Chicago,IL,00:49,5900.86,2023,Jeep,Grand Cherokee,4800,No
62,57,7682440,ME,250/500,500,450.0,0,04401,Male,Technology,2021-10-18,Intersection,2491 Pine St,Bangor,ME,11:20,2752.15,2012,Jeep,Grand Cherokee,4800,No
85,22,2704999,AL,500/1000,500,780.25,0,35801,Female,Manufacturing,2022-11-29,Animal,6725 Oak St,Huntsville,AL,05:49,14422.35,2018,Subaru,Outback,3600,No
46,42,1869252,MI,250/500,500,575.12,1000000,49503,Male,Transportation,2023-04-16,Vandalism,7179 Oak St,Grand Rapids,MI,13:17,4794.73,2013,Jeep,Grand Cherokee,4800,Yes
11,63,2267167,VA,250/500,1000,1037.01,0,23510,Male,Manufacturing,2022-01-27,Vandalism,5467 Maple St,Norfolk,VA,00:03,1591.17,2014,Subaru,Outback,3600,No
61,45,7980757,AL,250/500,500,518.81,0,35801,Female,Healthcare,2025-09-17,Intersection,5177 Pine St,Huntsville,AL,02:19,1516.7,2018,Hyundai,Elantra,2800,No
40,53,9037876,KY,500/1000,500,709.4,0,40202,Female,Manufacturing,2022-02-15,Intersection,4338 Maple St,Louisville,KY,02:34,4634.78,2013,Ford,F-150,4600,No
91,55,1124650,KY,250/500,1000,521.94,0,40202,Male,Manufacturing,2021-10-06,Vandalism,9902 Oak St,Louisville,KY,06:12,14810.47,2013,Ford,F-150,4600,No
17,67,9083340,KY,500/1000,500,752.95,0,40507,Female,Hospitality,2024-12-30,Single vehicle,2049 Oak St,Lexington,KY,21:12,18195.89,2019,Toyota,Camry,3300,No
45,42,9976365,VT,250/500,500,780.37,0,05401,Female,Manufacturing,2022-10-26,Animal,2888 Pine St,Burlington,VT,12:37,7531.1,2022,Chevrolet,Silverado,4800,No
64,63,8068391,TN,250/500,500,510.23,1000000,37203,Male,Technology,2022-03-22,Vandalism,8156 Oak St,Nashville,TN,01:04,1103.07,2017,Chevrolet,Silverado,4800,No
22,23,9379209,AL,500/1000,500,1003.42,1000000,35801,Male,Education,2020-01-19,Vandalism,8424 Maple St,Huntsville,AL,02:53,3175.3,2018,Subaru,Outback,3600,Yes
54,39,3734587,NH,500/1000,1000,633.19,0,03301,Male,Manufacturing,2022-08-10,Animal,9837 Pine St,Concord,NH,07:49,4983.85,2015,Hyundai,Elantra,2800,No
105,48,9380229,IL,250/500,1000,524.76,0,60505,Female,Retail,2022-11-21,Animal,8336 Oak St,Aurora,IL,22:17,2848.81,2016,Subaru,Outback,3600,Yes
2,64,5894045,KY,500/1000,1000,990.12,0,40507,Male,Manufacturing,2021-02-26,Theft,8908 Maple St,Lexington,KY,15:59,1931.91,2021,Hyundai,Elantra,2800,Yes
1,60,6358554,WI,250/500,500,1162.52,1000000,53202,Female,Retail,2021-02-01,Theft,273 Elm St,Milwaukee,WI,03:13,3683.16,2021,Ford,F-150,4600,No
92,38,7143954,GA,250/500,1000,450.0,2000000,30303,Female,Transportation,2020-10-06,Intersection,2366 Pine St,Atlanta,GA,11:25,15486.84,2018,Tesla,Model 3,3600,Yes
300,38,2818394,ME,250/500,500,537.44,1000000,04401,Male,Finance,2022-03-12,Rear-end,9672 Elm St,Bangor,ME,15:49,4653.04,2012,Tesla,Model 3,3600,No
26,25,7194576,OH,500/1000,500,718.55,1000000,44114,Male,Hospitality,2020-08-12,Single vehicle,135 Oak St,Cleveland,OH,21:37,2195.99,2017,Honda,Civic,2900,No
21,19,7461133,OH,500/1000,500,863.44,0,44114,Female,Retail,2024-03-15,Rear-end,3959 Maple St,Cleveland,OH,16:32,9532.12,2018,Subaru,Outback,3600,Yes
15,51,9358609,IL,250/500,500,721.19,2000000,60505,Female,Manufacturing,2023-01-07,Animal,3486 Maple St,Aurora,IL,01:03,2513.6,2020,Honda,Civic,2900,No
190,32,1739155,WI,500/1000,500,450.0,1000000,53703,Male,Manufacturing,2020-01-19,Vandalism,9504 Pine St,Madison,WI,00:53,4771.28,2015,Ford,F-150,4600,No
139,30,4899254,ME,250/500,500,620.72,0,04101,Female,Education,2023-06-25,Theft,9860 Oak St,Portland,ME,18:54,4958.31,2020,Subaru,Outback,3600,No
1,37,1951163,WI,250/500,500,613.55,0,53703,Female,Transportation,2023-05-14,Rear-end,1256 Pine St,Madison,WI,14:01,6859.47,2021,Honda,Civic,2900,No
69,48,5623627,GA,250/500,1000,450.0,0,31401,Female,Finance,2025-09-24,Animal,8589 Maple St,Savannah,GA,02:39,15289.2,2023,Ford,F-150,4600,No
127,58,3608979,TN,500/1000,1000,450.0,0,37902,Female,Education,2024-09-18,Theft,6166 Oak St,Knoxville,TN,11:01,16473.9,2011,Honda,Civic,2900,No
16,56,9366592,MI,500/1000,500,846.99,2000000,48201,Female,Retail,2022-09-14,Intersection,3975 Elm St,Detroit,MI,13:01,4292.95,2017,Hyundai,Elantra,2800,No
47,35,7804705,ME,250/500,500,587.46,2000000,04101,Female,Manufacturing,2022-09-06,Animal,3716 Oak St,Portland,ME,04:08,3409.65,2012,Subaru,Outback,3600,Yes
16,55,3291293,GA,250/500,500,729.28,0,30303,Female,Education,2020-11-09,Rear-end,3013 Maple St,Atlanta,GA,12:28,4272.82,2017,Tesla,Model 3,3600,No
1,33,5189403,SC,250/500,500,773.57,2000000,29201,Male,Manufacturing,2022-03-10,Single vehicle,4560 Pine St,Columbia,SC,23:42,2277.55,2014,Toyota,Camry,3300,No
6,36,5046545,IN,250/500,1000,900.97,2000000,46802,Female,Transportation,2021-07-12,Vandalism,4235 Maple St,Fort Wayne,IN,04:41,2953.43,2018,Honda,Civic,2900,No
57,47,5978581,GA,250/500,500,610.43,0,31401,Female,Transportation,2024-08-23,Vandalism,9869 Oak St,Savannah,GA,08:59,1571.05,2017,Ford,F-150,4600,No
300,41,1893100,OH,250/500,1000,450.0,0,43215,Female,Finance,2020-04-18,Theft,6952 Oak St,Columbus,OH,02:59,15420.21,2018,Jeep,Grand Cherokee,4800,No
42,50,9796166,IN,250/500,500,571.15,0,46204,Female,Retail,2022-12-24,Vandalism,4909 Elm St,Indianapolis,IN,08:07,9249.98,2020,Hyundai,Elantra,2800,No
20,43,3343720,WI,500/1000,500,694.48,0,53202,Female,Technology,2022-03-31,Vandalism,6260 Elm St,Milwaukee,WI,01:02,3084.26,2022,Tesla,Model 3,3600,No
32,49,5713042,GA,500/1000,500,450.0,0,30303,Male,Manufacturing,2024-12-24,Rear-end,7720 Maple St,Atlanta,GA,16:19,1983.22,2010,Hyundai,Elantra,2800,No
28,44,2871669,AL,250/500,1000,782.59,1000000,35203,Female,Healthcare,2025-10-14,Theft,3700 Elm St,Birmingham,AL,00:15,2223.25,2017,Hyundai,Elantra,2800,No
270,74,8423037,AL,250/500,1000,902.71,0,35203,Female,Transportation,2023-11-11,Vandalism,3465 Pine St,Birmingham,AL,20:50,10741.29,2019,Toyota,Camry,3300,No
118,67,9181559,MI,500/1000,500,834.94,1000000,49503,Male,Education,2025-01-29,Intersection,5843 Oak St,Grand Rapids,MI,17:16,5439.91,2021,Tesla,Model 3,3600,No
100,85,9962836,WI,250/500,1000,854.45,1000000,53202,Female,Transportation,2023-07-04,Theft,4836 Pine St,Milwaukee,WI,10:22,2031.95,2015,Subaru,Outback,3600,Yes
53,72,1731012,KY,500/1000,500,746.3,0,40507,Male,Retail,2025-11-28,Rear-end,7018 Elm St,Lexington,KY,02:31,4343.9,2017,Honda,Civic,2900,No
65,69,3056384,ME,250/500,500,672.24,0,04101,Male,Healthcare,2025-06-16,Rear-end,6345 Oak St,Portland,ME,07:54,2108.68,2019,Chevrolet,Silverado,4800,No
52,26,1716918,NC,250/500,500,1080.33,0,27601,Male,Transportation,2022-04-25,Vandalism,5568 Elm St,Raleigh,NC,06:31,30085.53,2017,Tesla,Model 3,3600,No
244,59,3161968,NH,500/1000,500,750.66,1000000,03301,Female,Finance,2021-09-02,Rear-end,3883 Elm St,Concord,NH,07:56,15105.21,2020,Honda,Civic,2900,Yes
13,62,4176155,OH,250/500,1000,645.61,1000000,44114,Female,Technology,2023-10-04,Single vehicle,4700 Oak St,Cleveland,OH,10:14,4395.36,2020,Toyota,Camry,3300,No
62,54,9469694,IL,250/500,500,450.0,0,60505,Male,Hospitality,2024-05-29,Animal,3888 Pine St,Aurora,IL,19:34,1063.52,2021,Toyota,Camry,3300,No
159,47,1556333,NH,500/1000,500,528.75,0,03301,Male,Technology,2021-01-16,Intersection,957 Maple St,Concord,NH,04:23,2460.84,2017,Subaru,Outback,3600,Yes
164,51,5685386,NH,500/1000,1000,701.93,0,03301,Male,Transportation,2024-01-25,Single vehicle,3121 Maple St,Concord,NH,12:40,18405.4,2022,Tesla,Model 3,3600,No
21,21,3159034,AL,250/500,500,907.56,0,35801,Male,Finance,2020-06-17,Theft,7790 Oak St,Huntsville,AL,01:15,58857.1,2020,Subaru,Outback,3600,Yes
7,48,2820153,ME,500/1000,500,460.25,2000000,04101,Male,Hospitality,2022-01-18,Animal,9960 Elm St,Portland,ME,14:52,2799.22,2021,Ford,F-150,4600,Yes
1,71,5736022,VT,500/1000,1000,864.28,1000000,05602,Female,Hospitality,2021-03-30,Intersection,1810 Oak St,Montpelier,VT,15:51,8565.39,2020,Ford,F-150,4600,Yes
8,29,2030666,IN,250/500,500,879.19,0,46204,Female,Transportation,2021-03-31,Intersection,1590 Elm St,Indianapolis,IN,06:14,6114.86,2021,Ford,F-150,4600,No
7,31,1046579,WI,250/500,500,503.69,0,53703,Female,Education,2023-04-02,Animal,4624 Elm St,Madison,WI,11:25,2948.0,2017,Honda,Civic,2900,No
1,53,3598405,OH,250/500,500,746.61,0,44114,Male,Manufacturing,2021-01-15,Animal,4105 Oak St,Cleveland,OH,15:06,749.59,2018,Ford,F-150,4600,No
119,46,4533293,KY,250/500,500,450.0,0,40507,Male,Hospitality,2025-07-27,Theft,8974 Oak St,Lexington,KY,18:24,2222.87,2016,Subaru,Outback,3600,No
87,43,7734360,VA,250/500,1000,883.7,0,23510,Female,Hospitality,2023-12-03,Rear-end,3515 Oak St,Norfolk,VA,14:09,2090.56,2015,Chevrolet,Silverado,4800,No
11,48,3200036,KY,500/1000,1000,1033.26,0,40202,Male,Healthcare,2021-08-07,Rear-end,8088 Maple St,Louisville,KY,07:57,2261.53,2019,Ford,F-150,4600,No
11,42,4812384,IN,500/1000,1000,984.88,1000000,46802,Male,Hospitality,2024-11-22,Vandalism,5142 Maple St,Fort Wayne,IN,13:50,4186.61,2022,Toyota,Camry,3300,Yes
106,19,5075125,IN,250/500,1000,1131.57,1000000,46802,Female,Healthcare,2023-12-09,Theft,2132 Elm St,Fort Wayne,IN,14:03,4224.05,2022,Chevrolet,Silverado,4800,No
217,43,4737933,NH,250/500,500,450.0,1000000,03301,Male,Retail,2025-10-04,Intersection,3498 Maple St,Concord,NH,12:27,12783.29,2011,Toyota,Camry,3300,No
38,53,2322164,OH,250/500,500,530.77,1000000,43215,Female,Healthcare,2022-03-24,Theft,4682 Pine St,Columbus,OH,11:21,7247.0,2022,Honda,Civic,2900,Yes
1,22,3791121,VA,250/500,1000,807.15,0,23219,Female,Finance,2023-06-11,Theft,9362 Maple St,Richmond,VA,07:34,3617.32,2011,Chevrolet,Silverado,4800,No
70,29,1832262,SC,250/500,500,623.97,0,29401,Female,Education,2020-08-12,Animal,9606 Oak St,Charleston,SC,07:31,4630.05,2018,Ford,F-150,4600,No
138,45,4533976,NC,500/1000,500,543.45,0,27601,Female,Education,2024-05-31,Animal,5422 Elm St,Raleigh,NC,01:12,3655.74,2020,Jeep,Grand Cherokee,4800,No
52,38,5403159,NH,500/1000,500,887.65,0,03101,Male,Transportation,2023-04-18,Intersection,3411 Oak St,Manchester,NH,04:32,2044.77,2010,Jeep,Grand Cherokee,4800,No
14,37,7574519,KY,250/500,1000,468.45,0,40202,Female,Manufacturing,2021-04-13,Theft,4578 Oak St,Louisville,KY,15:41,26237.76,2015,Jeep,Grand Cherokee,4800,No
12,34,1181446,NH,500/1000,500,535.24,0,03101,Male,Manufacturing,2024-05-13,Single vehicle,282 Elm St,Manchester,NH,11:39,16727.44,2014,Tesla,Model 3,3600,No
22,44,1230879,NH,250/500,1000,450.0,0,03301,Male,Finance,2024-02-29,Single vehicle,8426 Oak St,Concord,NH,13:59,5863.45,2013,Toyota,Camry,3300,No
75,46,7977441,ME,250/500,500,733.97,1000000,04401,Female,Retail,2023-12-29,Intersection,9668 Maple St,Bangor,ME,18:26,1207.46,2013,Jeep,Grand Cherokee,4800,No
57,45,6894358,VA,250/500,500,790.46,0,23510,Male,Transportation,2023-01-28,Rear-end,4814 Maple St,Norfolk,VA,22:39,23112.09,2015,Tesla,Model 3,3600,No
81,29,9606353,IL,250/500,500,1111.2,0,60505,Male,Retail,2022-04-30,Single vehicle,5756 Maple St,Aurora,IL,20:05,7664.74,2024,Honda,Civic,2900,Yes
17,53,8579946,TN,250/500,1000,1075.16,0,37203,Male,Education,2021-12-07,Animal,2420 Maple St,Nashville,TN,10:40,1164.56,2016,Hyundai,Elantra,2800,No
60,47,4177360,IN,500/1000,1000,488.66,0,46204,Female,Transportation,2020-05-24,Rear-end,8228 Maple St,Indianapolis,IN,04:05,1436.78,2011,Honda,Civic,2900,No
164,47,2150936,NC,500/1000,1000,450.0,0,28202,Male,Healthcare,2020-01-17,Animal,4589 Oak St,Charlotte,NC,09:44,2027.39,2013,Subaru,Outback,3600,No
159,75,6485896,VA,250/500,500,465.0,0,23510,Male,Healthcare,2020-12-24,Vandalism,4328 Pine St,Norfolk,VA,17:31,18558.23,2013,Hyundai,Elantra,2800,No
13,54,1031729,OH,500/1000,500,619.12,0,43215,Male,Education,2022-04-24,Animal,3095 Pine St,Columbus,OH,14:28,6711.42,2016,Ford,F-150,4600,No
7,63,8102455,TN,250/500,1000,797.19,0,37902,Male,Retail,2024-11-29,Rear-end,1975 Maple St,Knoxville,TN,02:06,2467.18,2018,Chevrolet,Silverado,4800,No
115,23,2923978,NC,250/500,1000,806.25,0,28202,Female,Healthcare,2020-10-27,Rear-end,9016 Elm St,Charlotte,NC,16:14,2264.29,2014,Subaru,Outback,3600,No
191,42,5004844,IL,500/1000,500,560.89,0,60505,Female,Transportation,2020-05-09,Animal,4237 Oak St,Aurora,IL,17:33,8567.28,2015,Chevrolet,Silverado,4800,No
122,50,6009309,ME,250/500,500,1016.28,1000000,04401,Male,Healthcare,2020-01-29,Animal,8259 Elm St,Bangor,ME,08:03,3616.86,2019,Honda,Civic,2900,No
113,40,7215389,IL,250/500,500,710.37,1000000,60505,Female,Retail,2024-08-14,Rear-end,7350 Pine St,Aurora,IL,22:46,11132.42,2020,Subaru,Outback,3600,Yes
66,56,4680178,AL,500/1000,500,808.6,0,35801,Male,Healthcare,2020-01-30,Animal,2835 Maple St,Huntsville,AL,08:19,1853.91,2018,Hyundai,Elantra,2800,No
21,62,4446369,GA,250/500,1000,765.5,0,31401,Female,Education,2021-08-06,Rear-end,7236 Pine St,Savannah,GA,21:31,5983.34,2010,Honda,Civic,2900,No
23,33,4829140,TN,250/500,500,671.66,0,37902,Male,Education,2020-05-05,Intersection,4861 Elm St,Knoxville,TN,21:47,4335.64,2021,Tesla,Model 3,3600,No
5,43,1543805,IL,250/500,500,450.0,0,60601,Female,Hospitality,2021-04-10,Animal,7353 Pine St,Chicago,IL,07:16,2573.57,2011,Chevrolet,Silverado,4800,No
11,48,8304460,AL,250/500,1000,975.29,1000000,35203,Male,Technology,2024-12-29,Intersection,5114 Oak St,Birmingham,AL,14:51,400.0,2018,Jeep,Grand Cherokee,4800,Yes
97,70,5553500,NC,500/1000,500,760.59,0,27601,Male,Finance,2022-04-24,Animal,4691 Elm St,Raleigh,NC,17:01,2608.56,2017,Toyota,Camry,3300,No
49,57,7829606,NH,250/500,1000,488.81,0,03101,Male,Transportation,2025-05-12,Rear-end,4378 Pine St,Manchester,NH,01:07,1246.57,2018,Jeep,Grand Cherokee,4800,Yes
140,46,2137962,GA,500/1000,500,901.38,0,31401,Male,Healthcare,2022-07-01,Theft,7767 Pine St,Savannah,GA,23:28,1929.26,2020,Hyundai,Elantra,2800,No
159,58,4563666,GA,500/1000,500,738.68,1000000,30303,Female,Healthcare,2022-11-13,Single vehicle,6168 Elm St,Atlanta,GA,08:49,1780.96,2019,Subaru,Outback,3600,Yes
71,30,2672145,VT,250/500,500,584.91,0,05401,Male,Manufacturing,2025-12-29,Intersection,1935 Pine St,Burlington,VT,03:36,553.2,2017,Toyota,Camry,3300,No
1,61,8061845,AL,250/500,500,1155.23,0,35801,Female,Manufacturing,2025-09-17,Intersection,2294 Pine St,Huntsville,AL,06:44,1497.86,2020,Chevrolet,Silverado,4800,Yes
41,41,5440462,ME,250/500,500,609.32,1000000,04401,Male,Manufacturing,2020-03-19,Theft,656 Pine St,Bangor,ME,23:46,2029.25,2019,Subaru,Outback,3600,No
89,39,2066876,NH,250/500,500,739.43,0,03301,Female,Education,2020-02-09,Rear-end,9010 Maple St,Concord,NH,16:23,6269.65,2015,Subaru,Outback,3600,No
47,39,7976479,IN,250/500,500,450.0,0,46802,Male,Healthcare,2020-02-11,Rear-end,8453 Oak St,Fort Wayne,IN,20:59,1305.92,2012,Hyundai,Elantra,2800,No
4,56,7906834,GA,250/500,1000,1089.01,0,30303,Male,Education,2021-01-06,Single vehicle,9540 Pine St,Atlanta,GA,20:32,929.6,2016,Jeep,Grand Cherokee,4800,No
36,59,1322265,SC,250/500,500,681.16,1000000,29201,Female,Transportation,2020-11-09,Rear-end,946 Elm St,Columbia,SC,17:16,1788.38,2023,Subaru,Outback,3600,No
32,19,6588904,NC,500/1000,500,992.13,1000000,28202,Male,Education,2021-06-20,Rear-end,3165 Maple St,Charlotte,NC,22:25,5178.94,2019,Toyota,Camry,3300,No
17,37,8969851,IN,250/500,500,791.45,1000000,46802,Female,Retail,2022-05-05,Intersection,3759 Pine St,Fort Wayne,IN,22:51,1871.83,2018,Jeep,Grand Cherokee,4800,No
140,64,6637612,AL,500/1000,1000,450.0,2000000,35203,Female,Education,2025-06-10,Single vehicle,8655 Pine St,Birmingham,AL,09:27,8659.38,2014,Ford,F-150,4600,No
26,40,9201528,ME,500/1000,500,837.39,1000000,04401,Female,Education,2023-06-18,Intersection,8563 Elm St,Bangor,ME,08:37,6471.72,2012,Subaru,Outback,3600,No
